,sensor_type,sensor_value
2001,heart_rate,67.753
2002,heart_rate,43.1093
2003,heart_rate,24.5361
2004,heart_rate,67.634
2005,heart_rate,62.5391
2006,heart_rate,49.4331
2007,heart_rate,8.2613
2008,heart_rate,68.582
2009,heart_rate,70.7678
2010,heart_rate,71.8579
2011,heart_rate,67.0867
2012,heart_rate,33.8192
2013,heart_rate,48.4922
2014,heart_rate,52.2533
2015,heart_rate,57.0288
2016,heart_rate,6.1298
2017,heart_rate,13.3477
2018,heart_rate,32.5792
2019,heart_rate,62.3967
2020,heart_rate,36.3118
2021,heart_rate,66.1801
2022,heart_rate,57.2084
2023,heart_rate,66.4775
2024,heart_rate,45.6665
2025,heart_rate,16.6794
2026,heart_rate,32.9749
2027,heart_rate,5.5207
2028,heart_rate,33.168
2029,heart_rate,0.9524
2030,heart_rate,16.0731
2031,heart_rate,1.6478
2032,heart_rate,69.6359
2033,heart_rate,34.4965
2034,heart_rate,61.5778
2035,heart_rate,69.2826
2036,heart_rate,51.188
2037,heart_rate,23.1636
2038,heart_rate,35.4677
2039,heart_rate,53.3057
2040,heart_rate,18.0705
2041,heart_rate,6.9676
2042,heart_rate,26.9183
2043,heart_rate,74.2722
2044,heart_rate,12.085
2045,heart_rate,30.6013
2046,heart_rate,37.7301
2047,heart_rate,67.8884
2048,heart_rate,50.8772
2049,heart_rate,13.0439
2050,heart_rate,70.2311
2051,heart_rate,69.2626
2052,heart_rate,10.1682
2053,heart_rate,39.8278
2054,heart_rate,42.4166
2055,heart_rate,57.9081
2056,heart_rate,60.2685
2057,heart_rate,52.9626
2058,heart_rate,36.9318
2059,heart_rate,60.3229
2060,heart_rate,61.253
2061,heart_rate,13.3299
2062,heart_rate,58.6608
2063,heart_rate,69.3311
2064,heart_rate,62.0675
2065,heart_rate,66.4932
2066,heart_rate,59.1522
2067,heart_rate,49.7393
2068,heart_rate,35.0135
2069,heart_rate,5.2493
2070,heart_rate,66.3813
2071,heart_rate,50.5411
2072,heart_rate,12.3405
2073,heart_rate,20.722
2074,heart_rate,55.0603
2075,heart_rate,30.3548
2076,heart_rate,17.5542
2077,heart_rate,42.9276
2078,heart_rate,25.1742
2079,heart_rate,46.6265
2080,heart_rate,71.4493
2081,heart_rate,58.8563
2082,heart_rate,19.2536
2083,heart_rate,44.4863
2084,heart_rate,10.0514
2085,heart_rate,63.4502
2086,heart_rate,8.6877
2087,heart_rate,2.2353
2088,heart_rate,16.7417
2089,heart_rate,22.9304
2090,heart_rate,11.77
2091,heart_rate,22.394
2092,heart_rate,23.9925
2093,heart_rate,32.6031
2094,heart_rate,26.3922
2095,heart_rate,15.1689
2096,heart_rate,31.6225
2097,heart_rate,27.0777
2098,heart_rate,15.4532
2099,heart_rate,16.9527
2100,heart_rate,22.8133
2101,heart_rate,5.0517
2102,heart_rate,44.6096
2103,heart_rate,24.982
2104,heart_rate,43.9002
2105,heart_rate,8.5699
2106,heart_rate,5.5581
2107,heart_rate,71.4467
2108,heart_rate,38.7739
2109,heart_rate,49.782
2110,heart_rate,7.4127
2111,heart_rate,48.7759
2112,heart_rate,41.6789
2113,heart_rate,55.6306
2114,heart_rate,0.0754
2115,heart_rate,49.8853
2116,heart_rate,0.8531
2117,heart_rate,45.4972
2118,heart_rate,69.3725
2119,heart_rate,63.9007
2120,heart_rate,61.6336
2121,heart_rate,15.2244
2122,heart_rate,32.1709
2123,heart_rate,16.263
2124,heart_rate,29.7391
2125,heart_rate,29.2612
2126,heart_rate,70.5757
2127,heart_rate,5.4712
2128,heart_rate,7.1897
2129,heart_rate,41.5302
2130,heart_rate,57.4273
2131,heart_rate,6.1126
2132,heart_rate,57.8056
2133,heart_rate,39.3593
2134,heart_rate,54.6815
2135,heart_rate,35.4133
2136,heart_rate,54.2412
2137,heart_rate,15.0129
2138,heart_rate,19.1135
2139,heart_rate,29.4636
2140,heart_rate,49.8784
2141,heart_rate,44.9912
2142,heart_rate,28.8041
2143,heart_rate,8.6315
2144,heart_rate,22.8614
2145,heart_rate,46.7684
2146,heart_rate,64.1833
2147,heart_rate,61.4567
2148,heart_rate,43.2705
2149,heart_rate,3.9621
2150,heart_rate,6.8506
2151,heart_rate,16.841
2152,heart_rate,9.7145
2153,heart_rate,62.1876
2154,heart_rate,2.4009
2155,heart_rate,62.628
2156,heart_rate,1.2377
2157,heart_rate,16.8465
2158,heart_rate,64.9451
2159,heart_rate,51.9264
2160,heart_rate,33.8666
2161,heart_rate,66.2543
2162,heart_rate,6.2842
2163,heart_rate,48.0168
2164,heart_rate,38.7224
2165,heart_rate,69.8462
2166,heart_rate,27.7013
2167,heart_rate,1.4056
2168,heart_rate,5.3023
2169,heart_rate,27.0592
2170,heart_rate,20.2615
2171,heart_rate,37.0018
2172,heart_rate,13.0761
2173,heart_rate,21.8607
2174,heart_rate,71.3218
2175,heart_rate,31.9907
2176,heart_rate,15.4808
2177,heart_rate,73.858
2178,heart_rate,3.4664
2179,heart_rate,10.5779
2180,heart_rate,11.072
2181,heart_rate,46.817
2182,heart_rate,50.6377
2183,heart_rate,50.3337
2184,heart_rate,47.7866
2185,heart_rate,9.559
2186,heart_rate,15.2129
2187,heart_rate,68.9899
2188,heart_rate,39.4591
2189,heart_rate,8.7911
2190,heart_rate,51.7903
2191,heart_rate,28.2635
2192,heart_rate,49.3954
2193,heart_rate,71.0194
2194,heart_rate,65.4545
2195,heart_rate,45.9848
2196,heart_rate,68.2308
2197,heart_rate,2.2419
2198,heart_rate,40.4438
2199,heart_rate,44.6811
2200,heart_rate,0.0083
2201,heart_rate,54.2486
2202,heart_rate,15.5735
2203,heart_rate,59.5417
2204,heart_rate,51.7864
2205,heart_rate,17.1298
2206,heart_rate,30.5394
2207,heart_rate,62.0208
2208,heart_rate,11.6037
2209,heart_rate,50.0344
2210,heart_rate,21.9181
2211,heart_rate,58.7345
2212,heart_rate,33.637
2213,heart_rate,32.3956
2214,heart_rate,59.1816
2215,heart_rate,38.8183
2216,heart_rate,50.9996
2217,heart_rate,4.8939
2218,heart_rate,29.9837
2219,heart_rate,70.4777
2220,heart_rate,57.5619
2221,heart_rate,24.0857
2222,heart_rate,48.533
2223,heart_rate,10.0074
2224,heart_rate,66.08
2225,heart_rate,12.5916
2226,heart_rate,4.099
2227,heart_rate,1.0577
2228,heart_rate,54.6941
2229,heart_rate,20.3927
2230,heart_rate,35.0891
2231,heart_rate,27.8173
2232,heart_rate,41.587
2233,heart_rate,30.0774
2234,heart_rate,65.1033
2235,heart_rate,40.76
2236,heart_rate,7.1756
2237,heart_rate,14.652
2238,heart_rate,27.0966
2239,heart_rate,62.4508
2240,heart_rate,3.7571
2241,heart_rate,23.403
2242,heart_rate,34.4769
2243,heart_rate,50.9094
2244,heart_rate,16.7802
2245,heart_rate,53.8833
2246,heart_rate,68.4979
2247,heart_rate,21.4215
2248,heart_rate,23.3137
2249,heart_rate,57.4879
2250,heart_rate,65.4496
2251,heart_rate,46.7847
2252,heart_rate,48.0424
2253,heart_rate,14.4807
2254,heart_rate,29.2918
2255,heart_rate,27.3634
2256,heart_rate,45.2032
2257,heart_rate,9.5608
2258,heart_rate,70.1453
2259,heart_rate,11.9696
2260,heart_rate,68.1007
2261,heart_rate,25.8415
2262,heart_rate,58.4901
2263,heart_rate,1.5736
2264,heart_rate,41.7873
2265,heart_rate,15.7075
2266,heart_rate,43.8153
2267,heart_rate,30.5667
2268,heart_rate,12.2766
2269,heart_rate,17.4156
2270,heart_rate,23.7819
2271,heart_rate,26.0533
2272,heart_rate,10.539
2273,heart_rate,30.1864
2274,heart_rate,16.0073
2275,heart_rate,5.5581
2276,heart_rate,29.1523
2277,heart_rate,33.3465
2278,heart_rate,61.8674
2279,heart_rate,22.8508
2280,heart_rate,18.74
2281,heart_rate,15.1398
2282,heart_rate,67.955
2283,heart_rate,68.7642
2284,heart_rate,6.4457
2285,heart_rate,32.2419
2286,heart_rate,67.807
2287,heart_rate,70.8193
2288,heart_rate,13.1323
2289,heart_rate,57.7279
2290,heart_rate,31.0621
2291,heart_rate,64.59
2292,heart_rate,22.0966
2293,heart_rate,1.4571
2294,heart_rate,12.7051
2295,heart_rate,64.9143
2296,heart_rate,8.1777
2297,heart_rate,45.8358
2298,heart_rate,67.4222
2299,heart_rate,23.6406
2300,heart_rate,36.4071
2301,heart_rate,19.1855
2302,heart_rate,48.3612
2303,heart_rate,30.9008
2304,heart_rate,24.2834
2305,heart_rate,9.4963
2306,heart_rate,49.1419
2307,heart_rate,50.4357
2308,heart_rate,43.5683
2309,heart_rate,23.5389
2310,heart_rate,70.7899
2311,heart_rate,67.7382
2312,heart_rate,53.5684
2313,heart_rate,60.0277
2314,heart_rate,56.0806
2315,heart_rate,50.9224
2316,heart_rate,7.3954
2317,heart_rate,25.9634
2318,heart_rate,14.6209
2319,heart_rate,22.6959
2320,heart_rate,39.2031
2321,heart_rate,67.2184
2322,heart_rate,19.026
2323,heart_rate,64.7152
2324,heart_rate,23.3996
2325,heart_rate,26.2529
2326,heart_rate,31.5521
2327,heart_rate,41.3963
2328,heart_rate,13.0667
2329,heart_rate,15.4314
2330,heart_rate,69.376
2331,heart_rate,27.1154
2332,heart_rate,28.9098
2333,heart_rate,0.3801
2334,heart_rate,16.2055
2335,heart_rate,21.0605
2336,heart_rate,70.0843
2337,heart_rate,23.877
2338,heart_rate,5.3396
2339,heart_rate,62.5265
2340,heart_rate,38.2105
2341,heart_rate,56.4742
2342,heart_rate,32.2549
2343,heart_rate,26.3261
2344,heart_rate,41.1743
2345,heart_rate,17.2651
2346,heart_rate,38.0582
2347,heart_rate,1.4553
2348,heart_rate,29.9204
2349,heart_rate,36.5439
2350,heart_rate,46.118
2351,heart_rate,61.5781
2352,heart_rate,15.6064
2353,heart_rate,65.2443
2354,heart_rate,30.6819
2355,heart_rate,53.4381
2356,heart_rate,59.8505
2357,heart_rate,23.6292
2358,heart_rate,16.8323
2359,heart_rate,8.1014
2360,heart_rate,45.458
2361,heart_rate,26.2168
2362,heart_rate,40.6239
2363,heart_rate,20.7408
2364,heart_rate,44.6202
2365,heart_rate,50.8402
2366,heart_rate,41.4045
2367,heart_rate,12.6045
2368,heart_rate,53.4431
2369,heart_rate,72.031
2370,heart_rate,32.4904
2371,heart_rate,39.1439
2372,heart_rate,46.0879
2373,heart_rate,25.9329
2374,heart_rate,53.0616
2375,heart_rate,22.5203
2376,heart_rate,30.4827
2377,heart_rate,48.5349
2378,heart_rate,47.1476
2379,heart_rate,66.951
2380,heart_rate,55.8927
2381,heart_rate,51.5093
2382,heart_rate,15.8729
2383,heart_rate,48.4028
2384,heart_rate,15.4947
2385,heart_rate,60.3957
2386,heart_rate,37.2188
2387,heart_rate,41.1739
2388,heart_rate,22.3435
2389,heart_rate,70.0085
2390,heart_rate,39.3315
2391,heart_rate,10.1461
2392,heart_rate,6.9068
2393,heart_rate,17.997
2394,heart_rate,32.7741
2395,heart_rate,36.2827
2396,heart_rate,59.4195
2397,heart_rate,31.866
2398,heart_rate,51.5433
2399,heart_rate,22.3431
2400,heart_rate,45.8
2401,heart_rate,52.1517
2402,heart_rate,39.1257
2403,heart_rate,71.917
2404,heart_rate,7.6874
2405,heart_rate,65.551
2406,heart_rate,52.0592
2407,heart_rate,16.7889
2408,heart_rate,10.3949
2409,heart_rate,26.2809
2410,heart_rate,64.9235
2411,heart_rate,42.4489
2412,heart_rate,28.1502
2413,heart_rate,20.6062
2414,heart_rate,15.2111
2415,heart_rate,11.1501
2416,heart_rate,57.9412
2417,heart_rate,50.5251
2418,heart_rate,6.429
2419,heart_rate,63.6063
2420,heart_rate,45.9656
2421,heart_rate,46.3396
2422,heart_rate,23.435
2423,heart_rate,25.994
2424,heart_rate,18.7873
2425,heart_rate,57.2775
2426,heart_rate,53.2145
2427,heart_rate,36.0576
2428,heart_rate,32.2268
2429,heart_rate,71.4029
2430,heart_rate,63.5941
2431,heart_rate,27.3656
2432,heart_rate,62.3812
2433,heart_rate,63.2514
2434,heart_rate,47.8183
2435,heart_rate,31.0908
2436,heart_rate,7.9143
2437,heart_rate,44.0193
2438,heart_rate,26.4658
2439,heart_rate,6.8878
2440,heart_rate,35.5111
2441,heart_rate,1.5878
2442,heart_rate,58.7443
2443,heart_rate,40.4082
2444,heart_rate,11.561
2445,heart_rate,53.5515
2446,heart_rate,68.2272
2447,heart_rate,69.6271
2448,heart_rate,19.9928
2449,heart_rate,6.5899
2450,heart_rate,9.231
2451,heart_rate,27.3909
2452,heart_rate,24.2734
2453,heart_rate,2.5404
2454,heart_rate,53.3182
2455,heart_rate,72.4654
2456,heart_rate,26.6357
2457,heart_rate,40.2827
2458,heart_rate,16.4234
2459,heart_rate,49.7817
2460,heart_rate,41.6407
2461,heart_rate,47.9347
2462,heart_rate,5.6143
2463,heart_rate,1.974
2464,heart_rate,43.8905
2465,heart_rate,5.5383
2466,heart_rate,26.5196
2467,heart_rate,19.4443
2468,heart_rate,2.6332
2469,heart_rate,34.9296
2470,heart_rate,44.7575
2471,heart_rate,30.8027
2472,heart_rate,17.0789
2473,heart_rate,55.9522
2474,heart_rate,8.5783
2475,heart_rate,69.0091
2476,heart_rate,60.8166
2477,heart_rate,24.3935
2478,heart_rate,13.7848
2479,heart_rate,30.6309
2480,heart_rate,47.7256
2481,heart_rate,10.5486
2482,heart_rate,30.732
2483,heart_rate,52.0232
2484,heart_rate,66.4253
2485,heart_rate,35.4255
2486,heart_rate,64.1789
2487,heart_rate,39.6664
2488,heart_rate,63.2393
2489,heart_rate,38.9613
2490,heart_rate,54.8322
2491,heart_rate,1.6094
2492,heart_rate,12.8657
2493,heart_rate,59.6185
2494,heart_rate,65.7624
2495,heart_rate,50.5434
2496,heart_rate,9.3384
2497,heart_rate,25.7183
2498,heart_rate,69.3744
2499,heart_rate,23.0599
2500,heart_rate,5.2466
2501,heart_rate,44.3914
2502,heart_rate,53.8263
2503,heart_rate,45.847
2504,heart_rate,22.9226
2505,heart_rate,19.0665
2506,heart_rate,64.3074
2507,heart_rate,51.4017
2508,heart_rate,16.7942
2509,heart_rate,70.1259
2510,heart_rate,39.3382
2511,heart_rate,70.0564
2512,heart_rate,21.2226
2513,heart_rate,71.1907
2514,heart_rate,55.9756
2515,heart_rate,10.4081
2516,heart_rate,18.5647
2517,heart_rate,9.8896
2518,heart_rate,21.6163
2519,heart_rate,32.3635
2520,heart_rate,61.4862
2521,heart_rate,30.9502
2522,heart_rate,24.9714
2523,heart_rate,21.7583
2524,heart_rate,56.712
2525,heart_rate,27.2815
2526,heart_rate,67.4284
2527,heart_rate,11.7581
2528,heart_rate,11.0902
2529,heart_rate,56.1193
2530,heart_rate,25.1419
2531,heart_rate,23.0747
2532,heart_rate,32.4051
2533,heart_rate,12.8587
2534,heart_rate,0.5457
2535,heart_rate,42.7691
2536,heart_rate,18.8185
2537,heart_rate,15.8111
2538,heart_rate,57.5357
2539,heart_rate,16.5146
2540,heart_rate,2.0668
2541,heart_rate,27.0373
2542,heart_rate,63.082
2543,heart_rate,63.753
2544,heart_rate,50.2186
2545,heart_rate,22.3619
2546,heart_rate,50.1584
2547,heart_rate,68.7681
2548,heart_rate,6.9706
2549,heart_rate,37.9373
2550,heart_rate,16.7557
2551,heart_rate,34.5309
2552,heart_rate,27.5017
2553,heart_rate,53.9119
2554,heart_rate,16.1474
2555,heart_rate,66.1592
2556,heart_rate,9.442
2557,heart_rate,21.5781
2558,heart_rate,16.1699
2559,heart_rate,4.6776
2560,heart_rate,41.0847
2561,heart_rate,42.1601
2562,heart_rate,21.2101
2563,heart_rate,58.0129
2564,heart_rate,0.6903
2565,heart_rate,52.3425
2566,heart_rate,48.4133
2567,heart_rate,50.2104
2568,heart_rate,22.5472
2569,heart_rate,65.0571
2570,heart_rate,62.221
2571,heart_rate,13.5016
2572,heart_rate,17.1281
2573,heart_rate,37.5768
2574,heart_rate,66.0653
2575,heart_rate,57.5679
2576,heart_rate,26.718
2577,heart_rate,0.3502
2578,heart_rate,11.5395
2579,heart_rate,69.5909
2580,heart_rate,2.2724
2581,heart_rate,42.5129
2582,heart_rate,16.9918
2583,heart_rate,42.3365
2584,heart_rate,1.8363
2585,heart_rate,64.2965
2586,heart_rate,42.3985
2587,heart_rate,64.8881
2588,heart_rate,51.7652
2589,heart_rate,0.7831
2590,heart_rate,34.1434
2591,heart_rate,40.2354
2592,heart_rate,71.2255
2593,heart_rate,23.4524
2594,heart_rate,33.5234
2595,heart_rate,14.4016
2596,heart_rate,24.0954
2597,heart_rate,22.354
2598,heart_rate,42.3461
2599,heart_rate,11.3443
2600,heart_rate,49.5245
2601,heart_rate,1.0263
2602,heart_rate,8.6687
2603,heart_rate,30.7584
2604,heart_rate,11.9555
2605,heart_rate,25.1434
2606,heart_rate,47.3025
2607,heart_rate,69.8801
2608,heart_rate,51.6016
2609,heart_rate,13.3548
2610,heart_rate,51.9551
2611,heart_rate,42.8782
2612,heart_rate,6.8979
2613,heart_rate,65.0678
2614,heart_rate,52.1706
2615,heart_rate,18.5949
2616,heart_rate,67.7282
2617,heart_rate,19.2881
2618,heart_rate,14.5884
2619,heart_rate,36.5444
2620,heart_rate,23.5847
2621,heart_rate,70.933
2622,heart_rate,9.518
2623,heart_rate,57.4821
2624,heart_rate,10.7567
2625,heart_rate,2.6014
2626,heart_rate,23.3405
2627,heart_rate,9.4212
2628,heart_rate,39.9552
2629,heart_rate,55.4603
2630,heart_rate,17.1437
2631,heart_rate,57.9229
2632,heart_rate,63.9008
2633,heart_rate,68.1666
2634,heart_rate,71.9117
2635,heart_rate,10.2329
2636,heart_rate,30.5383
2637,heart_rate,25.0653
2638,heart_rate,40.05
2639,heart_rate,53.7022
2640,heart_rate,48.7995
2641,heart_rate,41.8407
2642,heart_rate,3.5836
2643,heart_rate,58.901
2644,heart_rate,27.3601
2645,heart_rate,61.2782
2646,heart_rate,70.391
2647,heart_rate,20.2138
2648,heart_rate,71.8146
2649,heart_rate,71.5289
2650,heart_rate,50.0683
2651,heart_rate,13.785
2652,heart_rate,31.4562
2653,heart_rate,0.5214
2654,heart_rate,70.7599
2655,heart_rate,54.0393
2656,heart_rate,34.7433
2657,heart_rate,26.2704
2658,heart_rate,8.3668
2659,heart_rate,68.7476
2660,heart_rate,55.4761
2661,heart_rate,34.6689
2662,heart_rate,72.2699
2663,heart_rate,11.0021
2664,heart_rate,6.3179
2665,heart_rate,57.6258
2666,heart_rate,38.3857
2667,heart_rate,0.6393
2668,heart_rate,43.4743
2669,heart_rate,59.0312
2670,heart_rate,44.211
2671,heart_rate,27.3532
2672,heart_rate,39.3158
2673,heart_rate,0.5225
2674,heart_rate,74.805
2675,heart_rate,19.4467
2676,heart_rate,65.7845
2677,heart_rate,72.7394
2678,heart_rate,33.752
2679,heart_rate,67.3455
2680,heart_rate,55.82
2681,heart_rate,2.3576
2682,heart_rate,51.189
2683,heart_rate,5.6358
2684,heart_rate,45.72
2685,heart_rate,46.6858
2686,heart_rate,73.6782
2687,heart_rate,58.7995
2688,heart_rate,9.5385
2689,heart_rate,8.7465
2690,heart_rate,20.6815
2691,heart_rate,17.6878
2692,heart_rate,65.7388
2693,heart_rate,14.2134
2694,heart_rate,45.777
2695,heart_rate,16.7736
2696,heart_rate,34.313
2697,heart_rate,17.7297
2698,heart_rate,33.2517
2699,heart_rate,38.8134
2700,heart_rate,10.368
2701,heart_rate,72.1011
2702,heart_rate,46.7441
2703,heart_rate,20.9012
2704,heart_rate,27.0621
2705,heart_rate,0.5027
2706,heart_rate,47.5373
2707,heart_rate,57.1141
2708,heart_rate,66.101
2709,heart_rate,48.2585
2710,heart_rate,51.9596
2711,heart_rate,44.7932
2712,heart_rate,51.1953
2713,heart_rate,12.9207
2714,heart_rate,22.5162
2715,heart_rate,3.9784
2716,heart_rate,22.2376
2717,heart_rate,60.5657
2718,heart_rate,44.8814
2719,heart_rate,29.4537
2720,heart_rate,39.1449
2721,heart_rate,28.6741
2722,heart_rate,62.4702
2723,heart_rate,3.8799
2724,heart_rate,13.4543
2725,heart_rate,27.3588
2726,heart_rate,64.8198
2727,heart_rate,52.6023
2728,heart_rate,33.9086
2729,heart_rate,57.7477
2730,heart_rate,40.7457
2731,heart_rate,66.8528
2732,heart_rate,48.1998
2733,heart_rate,68.3158
2734,heart_rate,36.4921
2735,heart_rate,46.2047
2736,heart_rate,63.0822
2737,heart_rate,13.2799
2738,heart_rate,66.2594
2739,heart_rate,70.856
2740,heart_rate,38.0728
2741,heart_rate,57.9699
2742,heart_rate,47.46
2743,heart_rate,37.9573
2744,heart_rate,71.2303
2745,heart_rate,59.6987
2746,heart_rate,19.1532
2747,heart_rate,70.7394
2748,heart_rate,71.5582
2749,heart_rate,64.3715
2750,heart_rate,55.2511
2751,heart_rate,45.1977
2752,heart_rate,2.4472
2753,heart_rate,30.6923
2754,heart_rate,25.3618
2755,heart_rate,62.2908
2756,heart_rate,14.9042
2757,heart_rate,10.4667
2758,heart_rate,28.1289
2759,heart_rate,71.4291
2760,heart_rate,48.4332
2761,heart_rate,34.7501
2762,heart_rate,48.0537
2763,heart_rate,39.5748
2764,heart_rate,45.1898
2765,heart_rate,41.3073
2766,heart_rate,72.159
2767,heart_rate,74.2225
2768,heart_rate,56.3289
2769,heart_rate,58.2956
2770,heart_rate,33.3191
2771,heart_rate,33.1979
2772,heart_rate,68.9078
2773,heart_rate,14.5462
2774,heart_rate,10.5878
2775,heart_rate,37.5423
2776,heart_rate,57.3997
2777,heart_rate,60.5021
2778,heart_rate,59.3896
2779,heart_rate,33.3689
2780,heart_rate,11.6
2781,heart_rate,7.0096
2782,heart_rate,45.3506
2783,heart_rate,53.8368
2784,heart_rate,58.1842
2785,heart_rate,56.4039
2786,heart_rate,68.9033
2787,heart_rate,64.0637
2788,heart_rate,9.8902
2789,heart_rate,60.3275
2790,heart_rate,33.767
2791,heart_rate,48.7889
2792,heart_rate,44.5897
2793,heart_rate,11.8102
2794,heart_rate,53.8674
2795,heart_rate,62.7114
2796,heart_rate,67.2938
2797,heart_rate,39.2814
2798,heart_rate,8.5695
2799,heart_rate,25.2846
2800,heart_rate,35.4982
2801,heart_rate,51.7869
2802,heart_rate,11.3351
2803,heart_rate,24.0067
2804,heart_rate,38.0077
2805,heart_rate,5.9499
2806,heart_rate,27.2147
2807,heart_rate,45.8427
2808,heart_rate,10.2411
2809,heart_rate,21.3699
2810,heart_rate,17.1312
2811,heart_rate,6.2969
2812,heart_rate,58.264
2813,heart_rate,5.2517
2814,heart_rate,68.7149
2815,heart_rate,15.0871
2816,heart_rate,30.7406
2817,heart_rate,55.5806
2818,heart_rate,63.3924
2819,heart_rate,71.4795
2820,heart_rate,27.6422
2821,heart_rate,56.2965
2822,heart_rate,52.7452
2823,heart_rate,50.8691
2824,heart_rate,49.5191
2825,heart_rate,17.8381
2826,heart_rate,54.6183
2827,heart_rate,37.6096
2828,heart_rate,31.7665
2829,heart_rate,55.6456
2830,heart_rate,14.3589
2831,heart_rate,34.013
2832,heart_rate,67.8705
2833,heart_rate,42.1296
2834,heart_rate,27.0549
2835,heart_rate,69.9796
2836,heart_rate,41.2137
2837,heart_rate,72.5689
2838,heart_rate,50.2382
2839,heart_rate,57.1641
2840,heart_rate,28.0224
2841,heart_rate,35.9019
2842,heart_rate,63.4319
2843,heart_rate,63.5228
2844,heart_rate,68.9203
2845,heart_rate,73.1219
2846,heart_rate,74.0656
2847,heart_rate,58.6124
2848,heart_rate,50.3666
2849,heart_rate,40.5428
2850,heart_rate,42.4543
2851,heart_rate,27.4354
2852,heart_rate,56.8218
2853,heart_rate,1.3544
2854,heart_rate,1.2131
2855,heart_rate,48.2843
2856,heart_rate,71.972
2857,heart_rate,6.6397
2858,heart_rate,55.6881
2859,heart_rate,24.5317
2860,heart_rate,69.0027
2861,heart_rate,61.8004
2862,heart_rate,23.332
2863,heart_rate,71.5801
2864,heart_rate,38.6208
2865,heart_rate,63.8392
2866,heart_rate,29.0615
2867,heart_rate,18.527
2868,heart_rate,27.6116
2869,heart_rate,0.2603
2870,heart_rate,22.5838
2871,heart_rate,7.4767
2872,heart_rate,51.7888
2873,heart_rate,39.1201
2874,heart_rate,70.4281
2875,heart_rate,36.8089
2876,heart_rate,46.9829
2877,heart_rate,29.6832
2878,heart_rate,71.2792
2879,heart_rate,73.1562
2880,heart_rate,28.1578
2881,heart_rate,39.721
2882,heart_rate,38.8264
2883,heart_rate,28.1287
2884,heart_rate,35.3219
2885,heart_rate,39.426
2886,heart_rate,22.9852
2887,heart_rate,64.257
2888,heart_rate,55.7433
2889,heart_rate,34.0216
2890,heart_rate,9.69
2891,heart_rate,68.9685
2892,heart_rate,11.2626
2893,heart_rate,6.1051
2894,heart_rate,9.921
2895,heart_rate,37.5863
2896,heart_rate,13.785
2897,heart_rate,10.6745
2898,heart_rate,22.8681
2899,heart_rate,18.1768
2900,heart_rate,3.7931
2901,heart_rate,2.2513
2902,heart_rate,18.0559
2903,heart_rate,31.4272
2904,heart_rate,17.8999
2905,heart_rate,54.8843
2906,heart_rate,21.3417
2907,heart_rate,69.3853
2908,heart_rate,68.5614
2909,heart_rate,69.7473
2910,heart_rate,46.6537
2911,heart_rate,26.0385
2912,heart_rate,22.0532
2913,heart_rate,6.02
2914,heart_rate,34.8464
2915,heart_rate,1.1793
2916,heart_rate,67.6356
2917,heart_rate,40.9138
2918,heart_rate,50.1901
2919,heart_rate,5.879
2920,heart_rate,28.4272
2921,heart_rate,69.2256
2922,heart_rate,43.9045
2923,heart_rate,29.2173
2924,heart_rate,24.7192
2925,heart_rate,22.9371
2926,heart_rate,59.8299
2927,heart_rate,2.1964
2928,heart_rate,48.4575
2929,heart_rate,11.5575
2930,heart_rate,58.2001
2931,heart_rate,7.5913
2932,heart_rate,41.1573
2933,heart_rate,42.4577
2934,heart_rate,18.3833
2935,heart_rate,2.6045
2936,heart_rate,13.809
2937,heart_rate,48.3046
2938,heart_rate,66.921
2939,heart_rate,29.7691
2940,heart_rate,30.6797
2941,heart_rate,16.133
2942,heart_rate,9.3361
2943,heart_rate,18.035
2944,heart_rate,52.2825
2945,heart_rate,69.9645
2946,heart_rate,69.3528
2947,heart_rate,22.3183
2948,heart_rate,4.2211
2949,heart_rate,32.0023
2950,heart_rate,42.0865
2951,heart_rate,20.9931
2952,heart_rate,18.6297
2953,heart_rate,52.0233
2954,heart_rate,11.3144
2955,heart_rate,2.4424
2956,heart_rate,61.0259
2957,heart_rate,8.3417
2958,heart_rate,55.8127
2959,heart_rate,44.2723
2960,heart_rate,18.2921
2961,heart_rate,29.7911
2962,heart_rate,16.7539
2963,heart_rate,52.5088
2964,heart_rate,67.6193
2965,heart_rate,63.5839
2966,heart_rate,34.4608
2967,heart_rate,56.4246
2968,heart_rate,14.5707
2969,heart_rate,73.0007
2970,heart_rate,14.026
2971,heart_rate,50.6903
2972,heart_rate,47.8574
2973,heart_rate,59.2744
2974,heart_rate,50.3236
2975,heart_rate,0.2191
2976,heart_rate,2.3851
2977,heart_rate,39.3294
2978,heart_rate,51.8102
2979,heart_rate,42.6176
2980,heart_rate,29.0433
2981,heart_rate,41.4921
2982,heart_rate,14.5768
2983,heart_rate,54.1967
2984,heart_rate,14.0699
2985,heart_rate,65.7322
2986,heart_rate,30.6745
2987,heart_rate,1.4992
2988,heart_rate,27.7158
2989,heart_rate,5.4354
2990,heart_rate,65.8696
2991,heart_rate,53.5017
2992,heart_rate,24.9851
2993,heart_rate,10.6184
2994,heart_rate,71.7195
2995,heart_rate,5.254
2996,heart_rate,16.6378
2997,heart_rate,21.511
2998,heart_rate,1.295
2999,heart_rate,68.0541
3000,heart_rate,10.8718
3001,heart_rate,32.2904
3002,heart_rate,42.7901
3003,heart_rate,10.7617
3004,heart_rate,24.9771
3005,heart_rate,30.9336
3006,heart_rate,32.754
